Campaign_ID,Budget,Duration,Platform,Content_Type,Target_Gender,Region,Target_Age,Impressions,Clicks,Conversions,CTR,CPC,Conversion_Rate
CAMP_0034,85758,48,Google,Story,Female,Germany,25-34,2658498,119544,2636,4.5,0.72,2.21
CAMP_0035,70429,27,TikTok,Story,Male,US,18-24,986006,17883,1572,1.81,3.94,8.79
CAMP_0036,28669,48,Google,Text,Male,India,45-54,315359,4760,386,1.51,6.02,8.11
CAMP_0037,39068,19,Facebook,Video,Male,Canada,35-44,1523652,32637,3436,2.14,1.2,10.53
CAMP_0038,93789,70,YouTube,Carousel,Male,US,55+,4501872,140742,13053,3.13,0.67,9.27
CAMP_0039,14435,23,TikTok,Story,Male,Japan,18-24,187655,5708,623,3.04,2.53,10.91
CAMP_0040,99088,15,LinkedIn,Video,Female,France,25-34,4161696,178220,18811,4.28,0.56,10.55
CAMP_0041,57249,47,Facebook,Story,Male,UK,35-44,1259478,32976,1161,2.62,1.74,3.52
CAMP_0042,42384,7,YouTube,Carousel,Female,France,25-34,1229136,36104,4475,2.94,1.17,12.39
CAMP_0043,86929,8,LinkedIn,Story,Male,France,25-34,1390864,14652,527,1.05,5.93,3.6
CAMP_0044,81153,66,Instagram,Text,All,Germany,45-54,1947672,51398,5695,2.64,1.58,11.08
CAMP_0045,80388,54,LinkedIn,Text,All,Germany,45-54,2572416,92377,6845,3.59,0.87,7.41
CAMP_0046,36401,35,Google,Story,All,Canada,35-44,837223,8891,771,1.06,4.09,8.67
CAMP_0047,76831,16,Google,Video,All,Germany,55+,2458592,52208,7174,2.12,1.47,13.74
CAMP_0048,39084,64,Instagram,Video,Female,Germany,35-44,1094352,20046,2719,1.83,1.95,13.56
CAMP_0049,60826,66,Facebook,Video,Female,US,55+,2311388,26995,3410,1.17,2.25,12.63
CAMP_0050,41451,27,YouTube,Story,Male,Japan,25-34,1202079,35065,3026,2.92,1.18,8.63
CAMP_0051,12227,34,LinkedIn,Video,All,India,18-24,464626,8023,928,1.73,1.52,11.57
CAMP_0052,36910,81,Google,Carousel,Female,Canada,35-44,1218030,48384,4193,3.97,0.76,8.67
CAMP_0053,41041,40,Facebook,Text,Male,US,35-44,1108107,48664,6474,4.39,0.84,13.3
CAMP_0054,93920,14,Instagram,Carousel,Male,India,55+,1784480,56788,4109,3.18,1.65,7.24
CAMP_0055,70681,65,TikTok,Video,Female,France,25-34,1201577,59199,8650,4.93,1.19,14.61
CAMP_0056,86571,78,Google,Carousel,All,US,25-34,3029985,84897,11987,2.8,1.02,14.12
CAMP_0057,70481,55,Instagram,Video,Male,Australia,55+,2678278,81780,9519,3.05,0.86,11.64
CAMP_0058,73576,85,LinkedIn,Story,All,US,25-34,1397944,69294,3902,4.96,1.06,5.63
CAMP_0059,69174,23,YouTube,Carousel,All,Germany,45-54,1798524,34643,1285,1.93,2.0,3.71
CAMP_0060,31160,66,Google,Story,All,India,18-24,342760,16350,2143,4.77,1.91,13.11
CAMP_0061,22633,51,Google,Story,Male,Canada,35-44,339495,3976,164,1.17,5.69,4.12
CAMP_0062,99880,89,LinkedIn,Image,All,Canada,18-24,1398320,38950,5104,2.79,2.56,13.1
CAMP_0063,22014,75,TikTok,Video,Male,India,35-44,814518,10425,873,1.28,2.11,8.37
CAMP_0064,85532,38,Facebook,Text,All,Germany,45-54,1197448,46903,3416,3.92,1.82,7.28
CAMP_0065,54104,50,YouTube,Video,Male,UK,25-34,1460808,50158,6892,3.43,1.08,13.74
CAMP_0066,46621,71,Google,Text,All,US,55+,1631735,62438,6150,3.83,0.75,9.85
CAMP_0067,82231,14,YouTube,Video,Female,Germany,45-54,2384699,59567,5656,2.5,1.38,9.5
CAMP_0068,73388,83,Google,Story,All,Australia,18-24,2641968,65466,6064,2.48,1.12,9.26
CAMP_0069,21014,78,YouTube,Carousel,All,Japan,55+,441294,5212,355,1.18,4.03,6.81
CAMP_0070,97578,49,Instagram,Carousel,Male,France,25-34,1561248,37466,4575,2.4,2.6,12.21
CAMP_0071,38755,7,Google,Image,Male,India,45-54,465060,21937,1159,4.72,1.77,5.28
CAMP_0072,45390,57,YouTube,Text,All,Japan,55+,862410,21706,3083,2.52,2.09,14.2
CAMP_0073,28711,30,Facebook,Text,Female,US,45-54,1234573,53401,7274,4.33,0.54,13.62
CAMP_0074,96658,30,Instagram,Text,Female,Canada,45-54,3286372,143591,9171,4.37,0.67,6.39
CAMP_0075,62993,23,Instagram,Story,Male,France,25-34,2771692,69097,7934,2.49,0.91,11.48
CAMP_0076,79696,11,Facebook,Text,Female,Japan,35-44,1992400,70290,6643,3.53,1.13,9.45
CAMP_0077,32213,26,YouTube,Carousel,All,UK,55+,354343,4895,312,1.38,6.58,6.37
CAMP_0078,62784,27,LinkedIn,Story,Male,Japan,25-34,2071872,29311,4352,1.41,2.14,14.85
CAMP_0079,12421,64,Facebook,Video,All,Australia,45-54,235999,2819,65,1.19,4.41,2.31
CAMP_0080,91936,37,YouTube,Text,Male,Canada,25-34,4320992,143632,7590,3.32,0.64,5.28
CAMP_0081,22727,17,Facebook,Text,Male,India,35-44,704537,19052,1669,2.7,1.19,8.76
CAMP_0082,9358,58,Facebook,Video,Male,US,55+,327530,10455,918,3.19,0.9,8.78
CAMP_0083,70108,21,Google,Text,Male,India,35-44,3365184,103792,10022,3.08,0.68,9.66
CAMP_0084,99018,89,YouTube,Video,Female,France,18-24,3564648,85580,10074,2.4,1.16,11.77
CAMP_0085,37117,13,LinkedIn,Story,All,US,55+,1410446,52326,5287,3.71,0.71,10.1
CAMP_0086,93700,34,Google,Carousel,All,Germany,35-44,4403900,177653,17416,4.03,0.53,9.8
CAMP_0087,36910,57,Facebook,Video,All,UK,45-54,1070390,11330,305,1.06,3.26,2.69
CAMP_0088,60754,64,TikTok,Image,Male,Germany,55+,2187144,40002,2758,1.83,1.52,6.89
CAMP_0089,67438,11,Facebook,Video,Female,Germany,55+,1955702,75352,3780,3.85,0.89,5.02
CAMP_0090,34371,11,Facebook,Text,All,India,25-34,962388,24507,1335,2.55,1.4,5.45
CAMP_0091,56501,14,YouTube,Story,Female,France,45-54,1638529,59805,5505,3.65,0.94,9.2
CAMP_0092,65946,70,YouTube,Story,Male,UK,18-24,2901624,69286,3182,2.39,0.95,4.59
CAMP_0093,43467,16,Google,Video,All,Japan,35-44,478137,12254,713,2.56,3.55,5.82
CAMP_0094,22625,44,LinkedIn,Carousel,Female,US,25-34,882375,14424,733,1.63,1.57,5.08
CAMP_0095,38893,87,Google,Image,Male,US,35-44,1672399,33998,4872,2.03,1.14,14.33
CAMP_0096,81329,14,Instagram,Story,Female,Australia,18-24,2521199,86266,12319,3.42,0.94,14.28
CAMP_0097,36007,31,Facebook,Text,All,Canada,18-24,432084,11807,1172,2.73,3.05,9.93
CAMP_0098,96302,79,TikTok,Text,All,Australia,55+,1444530,59185,8297,4.1,1.63,14.02
CAMP_0099,44532,72,Facebook,Carousel,Male,Japan,18-24,1068768,47136,5757,4.41,0.94,12.21
CAMP_0100,59253,85,Facebook,Story,Male,Australia,35-44,2133108,67546,6531,3.17,0.88,9.67
CAMP_0101,17323,56,Google,Video,Male,US,45-54,329137,13274,276,4.03,1.31,2.08
CAMP_0102,78379,73,TikTok,Text,Female,India,45-54,1410822,31427,3784,2.23,2.49,12.04
CAMP_0103,19210,55,TikTok,Carousel,Female,Germany,55+,806820,21460,2389,2.66,0.9,11.13
CAMP_0104,21456,42,TikTok,Story,Female,France,35-44,879696,33878,3387,3.85,0.63,10.0
CAMP_0105,36367,74,Google,Story,Male,Germany,35-44,545505,13882,1649,2.54,2.62,11.88
CAMP_0106,59624,84,Facebook,Story,All,Germany,18-24,2683080,89991,7800,3.35,0.66,8.67
CAMP_0107,15106,47,Google,Story,All,UK,35-44,166166,2893,322,1.74,5.22,11.13
CAMP_0108,73008,68,YouTube,Story,Female,US,25-34,2774304,94300,13350,3.4,0.77,14.16
CAMP_0109,77240,16,YouTube,Text,Female,Japan,18-24,1004120,44643,3073,4.45,1.73,6.88
CAMP_0110,69315,27,Google,Carousel,All,Japan,25-34,693150,31015,3475,4.47,2.23,11.2
CAMP_0111,74249,42,TikTok,Story,All,France,55+,2078972,81025,6631,3.9,0.92,8.18
CAMP_0112,75587,18,Facebook,Image,Female,India,45-54,2645545,105372,11345,3.98,0.72,10.77
CAMP_0113,15756,8,Google,Image,Female,UK,55+,535704,17312,2063,3.23,0.91,11.92
CAMP_0114,73011,19,Google,Carousel,All,Canada,45-54,1387209,46314,1199,3.34,1.58,2.59
CAMP_0115,41378,59,Google,Video,Male,India,55+,993072,15239,1585,1.53,2.72,10.4
CAMP_0116,9255,38,Instagram,Video,Female,Australia,35-44,286905,7962,393,2.78,1.16,4.94
CAMP_0117,19484,22,YouTube,Video,All,India,25-34,584520,16384,1754,2.8,1.19,10.71
CAMP_0118,61549,38,TikTok,Image,All,India,45-54,1908019,92233,7460,4.83,0.67,8.09
CAMP_0119,39503,38,LinkedIn,Video,All,Germany,18-24,1777635,48428,5838,2.72,0.82,12.06
CAMP_0120,78794,17,TikTok,Text,All,India,25-34,3388142,108331,3904,3.2,0.73,3.6
CAMP_0121,50113,16,LinkedIn,Story,Male,Japan,18-24,1954407,61231,6210,3.13,0.82,10.14
CAMP_0122,79069,21,Instagram,Image,All,Australia,25-34,2688346,95356,5359,3.55,0.83,5.62
CAMP_0123,10249,23,Google,Carousel,Female,Australia,25-34,379213,15141,1981,3.99,0.68,13.08
CAMP_0124,24201,46,Instagram,Carousel,Male,US,55+,242010,4598,646,1.9,5.26,14.05
CAMP_0125,63576,24,Instagram,Story,All,India,45-54,826488,25744,3849,3.11,2.47,14.95
CAMP_0126,14686,61,Facebook,Image,Male,Germany,45-54,234976,10112,1248,4.3,1.45,12.34
CAMP_0127,58363,79,YouTube,Video,Female,India,25-34,1050534,29966,3535,2.85,1.95,11.8
CAMP_0128,5661,31,LinkedIn,Video,All,Canada,35-44,254745,5384,258,2.11,1.05,4.79
CAMP_0129,49843,65,Google,Text,Female,Canada,35-44,1395604,50504,3216,3.62,0.99,6.37
CAMP_0130,65963,84,LinkedIn,Text,All,Germany,18-24,659630,28331,2281,4.29,2.33,8.05
CAMP_0131,47828,28,TikTok,Video,All,US,18-24,908732,11382,1371,1.25,4.2,12.05
CAMP_0132,53604,36,LinkedIn,Carousel,All,US,55+,2412180,99072,13765,4.11,0.54,13.89
CAMP_0133,15526,50,TikTok,Carousel,All,Australia,25-34,279468,11979,534,4.29,1.3,4.46
CAMP_0134,73910,38,YouTube,Text,All,Australia,18-24,3030310,86245,12066,2.85,0.86,13.99
CAMP_0135,30592,57,TikTok,Story,Male,UK,18-24,1254272,61876,6833,4.93,0.49,11.04
CAMP_0136,33982,52,LinkedIn,Video,All,Germany,25-34,509730,21137,2101,4.15,1.61,9.94
CAMP_0137,5207,27,LinkedIn,Text,All,India,55+,244729,10020,460,4.09,0.52,4.59
CAMP_0138,93733,38,TikTok,Text,Male,France,18-24,2437058,97271,2647,3.99,0.96,2.72
CAMP_0139,73619,45,Instagram,Video,Male,Germany,55+,1398761,22414,2104,1.6,3.28,9.39
CAMP_0140,34328,18,YouTube,Video,Male,UK,45-54,1235808,23096,2418,1.87,1.49,10.47
CAMP_0141,51479,53,Facebook,Carousel,Male,Australia,55+,2265076,64689,3066,2.86,0.8,4.74
CAMP_0142,25103,24,Google,Story,Male,Germany,35-44,753090,15483,1429,2.06,1.62,9.23
CAMP_0143,44891,27,LinkedIn,Story,Male,Germany,35-44,1526294,40614,5334,2.66,1.11,13.13
CAMP_0144,15754,19,Google,Video,All,Australia,55+,582898,26544,3412,4.55,0.59,12.85
CAMP_0145,86437,27,Facebook,Image,All,Japan,35-44,2074488,89147,12530,4.3,0.97,14.06
CAMP_0146,77982,14,Google,Text,Female,UK,45-54,1013766,35686,2411,3.52,2.19,6.76
CAMP_0147,60922,52,Facebook,Text,All,Australia,25-34,2315036,102613,6294,4.43,0.59,6.13
CAMP_0148,53231,13,TikTok,Video,All,US,35-44,958158,39620,4652,4.14,1.34,11.74
CAMP_0149,34301,29,Instagram,Image,Male,India,35-44,1234836,33537,2550,2.72,1.02,7.6
CAMP_0150,96652,81,LinkedIn,Carousel,Male,Australia,55+,3382820,61034,1915,1.8,1.58,3.14
CAMP_0151,67711,28,Facebook,Video,All,UK,45-54,1895908,57954,3289,3.06,1.17,5.68
CAMP_0152,46323,28,Google,Video,Female,Canada,25-34,1713951,67613,5031,3.94,0.69,7.44
CAMP_0153,23752,35,LinkedIn,Text,Male,US,55+,617552,16955,983,2.75,1.4,5.8
CAMP_0154,87205,19,Instagram,Video,All,Canada,55+,2528945,92738,5859,3.67,0.94,6.32
CAMP_0155,18395,88,TikTok,Video,All,France,45-54,901355,12414,722,1.38,1.48,5.82
CAMP_0156,90957,8,LinkedIn,Video,Female,Australia,25-34,4365936,174288,4426,3.99,0.52,2.54
CAMP_0157,61273,35,Facebook,Text,Female,US,45-54,1960736,83348,8570,4.25,0.74,10.28
CAMP_0158,96878,85,Instagram,Carousel,Male,India,25-34,3971998,152022,14844,3.83,0.64,9.76
CAMP_0159,9895,58,Google,Carousel,Female,Australia,45-54,415590,20235,2123,4.87,0.49,10.49
CAMP_0160,81559,33,Instagram,Video,All,India,55+,1141826,49173,2212,4.31,1.66,4.5
CAMP_0161,15699,56,Instagram,Text,All,Japan,55+,675057,31136,1819,4.61,0.5,5.84
CAMP_0162,70061,85,YouTube,Carousel,Female,Germany,18-24,3432989,162527,16342,4.73,0.43,10.05
CAMP_0163,14715,29,Instagram,Carousel,Female,Canada,35-44,294300,12376,1212,4.21,1.19,9.79
CAMP_0164,24169,50,Instagram,Carousel,Female,US,45-54,290028,10722,920,3.7,2.25,8.58
CAMP_0165,21163,83,LinkedIn,Text,Female,India,18-24,888846,9091,595,1.02,2.33,6.54
CAMP_0166,10782,28,Google,Text,Male,UK,35-44,215640,6174,856,2.86,1.75,13.86
CAMP_0167,93177,49,LinkedIn,Video,Female,India,45-54,2329425,76513,4909,3.28,1.22,6.42
CAMP_0168,89328,43,LinkedIn,Story,Male,UK,25-34,2411856,53449,4234,2.22,1.67,7.92
CAMP_0169,40585,67,Facebook,Carousel,All,Australia,35-44,1582815,35968,3890,2.27,1.13,10.82
CAMP_0170,35682,62,LinkedIn,Story,Female,US,55+,677958,32844,2975,4.84,1.09,9.06
CAMP_0171,52864,9,YouTube,Text,Male,India,18-24,1427328,65183,4243,4.57,0.81,6.51
CAMP_0172,89416,69,YouTube,Text,Female,France,35-44,4202552,184774,14159,4.4,0.48,7.66
CAMP_0173,60114,25,Facebook,Text,All,India,35-44,1683192,44167,5445,2.62,1.36,12.33
CAMP_0174,43067,29,TikTok,Story,All,Japan,55+,1938015,20442,1147,1.05,2.11,5.61
CAMP_0175,47685,35,Google,Text,All,France,45-54,1049070,13857,533,1.32,3.44,3.85
CAMP_0176,23073,36,Google,Video,Female,US,25-34,276876,6226,377,2.25,3.71,6.06
CAMP_0177,41035,45,LinkedIn,Text,Female,Japan,55+,779665,8287,1080,1.06,4.95,13.03
CAMP_0178,69977,31,LinkedIn,Image,Male,India,25-34,3288919,35145,1109,1.07,1.99,3.16
CAMP_0179,95373,14,TikTok,Story,All,UK,45-54,953730,44504,6627,4.67,2.14,14.89
CAMP_0180,88362,64,LinkedIn,Image,Female,India,35-44,3181032,121662,10989,3.82,0.73,9.03
CAMP_0181,95517,22,Google,Text,All,Canada,25-34,1623789,36305,5374,2.24,2.63,14.8
CAMP_0182,70450,78,Instagram,Video,All,Australia,18-24,1831700,28035,3982,1.53,2.51,14.2
CAMP_0183,15382,7,YouTube,Carousel,Male,Germany,18-24,276876,8435,665,3.05,1.82,7.88
CAMP_0184,9437,11,Instagram,Text,Male,UK,55+,141555,1445,66,1.02,6.53,4.57
CAMP_0185,75971,9,Instagram,Video,Male,Canada,45-54,2583014,122787,5087,4.75,0.62,4.14
CAMP_0186,69612,71,Google,Story,Male,France,55+,3341376,88855,4549,2.66,0.78,5.12
CAMP_0187,95355,10,Instagram,Image,All,Australia,55+,3528135,92061,10340,2.61,1.04,11.23
CAMP_0188,66929,70,TikTok,Image,Male,US,55+,2811018,72028,3996,2.56,0.93,5.55
CAMP_0189,17329,16,Facebook,Image,Male,UK,18-24,797134,10181,655,1.28,1.7,6.43
CAMP_0190,30169,27,LinkedIn,Story,Male,Germany,18-24,543042,19295,1511,3.55,1.56,7.83
CAMP_0191,92468,52,Facebook,Video,Male,Australia,55+,2496636,98168,13617,3.93,0.94,13.87
CAMP_0192,39594,33,YouTube,Story,All,France,18-24,1187820,44002,1963,3.7,0.9,4.46
CAMP_0193,81957,72,LinkedIn,Image,Male,Japan,45-54,901527,14007,289,1.55,5.85,2.06
CAMP_0194,65631,47,Instagram,Text,All,Japan,55+,3084657,102267,2844,3.32,0.64,2.78
CAMP_0195,50033,19,YouTube,Carousel,Female,Germany,18-24,2451617,80362,11059,3.28,0.62,13.76
CAMP_0196,68133,15,LinkedIn,Story,All,US,25-34,3065985,137161,14289,4.47,0.5,10.42
CAMP_0197,78165,42,TikTok,Story,All,US,55+,3595590,90483,5021,2.52,0.86,5.55
CAMP_0198,78861,64,TikTok,Video,Male,France,55+,1892664,47050,2024,2.49,1.68,4.3
CAMP_0199,57290,60,TikTok,Video,Female,UK,45-54,2119730,73641,4289,3.47,0.78,5.82
CAMP_0200,99031,18,TikTok,Story,Female,France,35-44,2673837,94447,3298,3.53,1.05,3.49
CAMP_0201,36750,87,Instagram,Image,Female,India,35-44,1580250,45466,6474,2.88,0.81,14.24
CAMP_0202,45461,84,Facebook,Carousel,Female,US,45-54,1409291,39068,4764,2.77,1.16,12.19
CAMP_0203,78800,20,LinkedIn,Video,All,Australia,45-54,1576000,46911,3758,2.98,1.68,8.01
CAMP_0204,83222,40,Instagram,Image,Female,India,45-54,1830884,81367,10776,4.44,1.02,13.24
CAMP_0205,29226,59,TikTok,Text,All,Japan,35-44,379938,10807,566,2.84,2.7,5.24
CAMP_0206,11721,26,Facebook,Video,All,Japan,45-54,363351,17294,1958,4.76,0.68,11.32
CAMP_0207,61154,81,YouTube,Image,All,Canada,18-24,978464,29510,3874,3.02,2.07,13.13
CAMP_0208,25609,22,YouTube,Image,Female,Germany,55+,845097,40537,2690,4.8,0.63,6.64
CAMP_0209,57130,76,YouTube,Carousel,Male,India,55+,742690,32168,3810,4.33,1.78,11.84
CAMP_0210,77909,62,TikTok,Carousel,Male,Germany,25-34,2882633,70616,4121,2.45,1.1,5.84
CAMP_0211,60249,89,YouTube,Text,Female,France,25-34,1445976,64411,3790,4.45,0.94,5.88
CAMP_0212,53895,64,Google,Image,Male,India,55+,538950,7762,263,1.44,6.94,3.39
CAMP_0213,99473,10,LinkedIn,Image,Male,France,18-24,1193676,56105,4331,4.7,1.77,7.72
CAMP_0214,10656,10,LinkedIn,Carousel,All,Canada,35-44,245088,8643,992,3.53,1.23,11.48
CAMP_0215,79520,26,TikTok,Video,All,US,35-44,3737440,45505,6472,1.22,1.75,14.22
CAMP_0216,68740,16,Google,Video,Female,Japan,18-24,687400,24588,2421,3.58,2.8,9.85
CAMP_0217,69309,30,Instagram,Story,Female,Canada,35-44,3257523,159520,21089,4.9,0.43,13.22
CAMP_0218,34984,32,Instagram,Carousel,Male,Japan,45-54,1644248,21033,2669,1.28,1.66,12.69
CAMP_0219,78822,43,YouTube,Story,All,US,55+,2364660,76112,3237,3.22,1.04,4.25
CAMP_0220,10901,60,Facebook,Carousel,Female,France,55+,414238,16532,1374,3.99,0.66,8.31
CAMP_0221,36552,27,Instagram,Text,Female,US,18-24,511728,21702,763,4.24,1.68,3.52
CAMP_0222,96245,80,Facebook,Image,Female,Japan,35-44,1828655,48556,5277,2.66,1.98,10.87
CAMP_0223,36055,44,LinkedIn,Text,Female,Japan,25-34,1334035,24234,3477,1.82,1.49,14.35
CAMP_0224,42685,52,Facebook,Carousel,Female,Germany,25-34,1280550,14974,566,1.17,2.85,3.78
CAMP_0225,78965,10,LinkedIn,Image,Female,Australia,35-44,1263440,41932,4839,3.32,1.88,11.54
CAMP_0226,19716,66,Google,Video,Male,Canada,25-34,236592,6652,679,2.81,2.96,10.21
CAMP_0227,16138,63,Google,Video,All,India,18-24,468002,22440,2151,4.79,0.72,9.59
CAMP_0228,40298,51,TikTok,Story,All,Japan,18-24,1128344,14018,991,1.24,2.87,7.07
CAMP_0229,56112,26,TikTok,Carousel,Female,Canada,35-44,2468928,92376,6112,3.74,0.61,6.62
CAMP_0230,28429,23,YouTube,Carousel,All,Germany,25-34,369577,4064,105,1.1,7.0,2.58
CAMP_0231,55200,77,Instagram,Video,All,US,18-24,772800,13027,629,1.69,4.24,4.83
CAMP_0232,76308,10,YouTube,Text,All,Germany,18-24,763080,21475,471,2.81,3.55,2.19
CAMP_0233,53244,20,LinkedIn,Image,Female,UK,45-54,692172,19515,1865,2.82,2.73,9.56
CAMP_0234,22347,9,YouTube,Text,Female,UK,45-54,469287,17564,592,3.74,1.27,3.37
CAMP_0235,21920,86,Facebook,Text,All,India,18-24,789120,36621,4888,4.64,0.6,13.35
CAMP_0236,36822,64,LinkedIn,Video,All,Germany,35-44,1178304,41902,3687,3.56,0.88,8.8
CAMP_0237,51659,61,TikTok,Video,Female,France,55+,1756406,84555,9382,4.81,0.61,11.1
CAMP_0238,45108,10,Google,Video,Male,India,55+,1353240,61253,4496,4.53,0.74,7.34
CAMP_0239,94099,30,TikTok,Story,All,France,18-24,3105267,103653,9626,3.34,0.91,9.29
CAMP_0240,12967,40,Instagram,Text,Male,India,18-24,440878,19112,2724,4.33,0.68,14.25
CAMP_0241,16871,36,LinkedIn,Carousel,All,UK,18-24,691711,24696,759,3.57,0.68,3.07
CAMP_0242,99299,88,LinkedIn,Image,Male,India,35-44,4071259,53505,2836,1.31,1.86,5.3
CAMP_0243,82452,25,Facebook,Story,Male,UK,45-54,1154328,45737,5552,3.96,1.8,12.14
CAMP_0244,79270,37,Instagram,Carousel,Male,Japan,18-24,3567150,49213,1615,1.38,1.61,3.28
CAMP_0245,38613,66,Google,Text,Female,US,18-24,1853424,62577,1867,3.38,0.62,2.98
CAMP_0246,33179,66,LinkedIn,Video,Male,France,25-34,829475,31607,2117,3.81,1.05,6.7
CAMP_0247,57188,25,LinkedIn,Text,Male,Germany,35-44,2401896,30410,972,1.27,1.88,3.2
CAMP_0248,60099,55,Facebook,Image,Male,Japan,18-24,1802970,34674,3330,1.92,1.73,9.6
CAMP_0249,40262,69,YouTube,Story,All,Japan,25-34,724716,33791,1669,4.66,1.19,4.94
CAMP_0250,83213,89,Google,Story,Male,India,55+,1248195,43253,5901,3.47,1.92,13.64
CAMP_0251,23268,28,TikTok,Image,All,UK,18-24,1023792,20323,2476,1.99,1.14,12.18
CAMP_0252,82866,30,Instagram,Carousel,Male,Canada,18-24,3977568,149664,16606,3.76,0.55,11.1
CAMP_0253,91269,82,LinkedIn,Carousel,Male,France,25-34,2829339,95832,9602,3.39,0.95,10.02
CAMP_0254,65545,36,LinkedIn,Story,Female,Japan,35-44,917630,27586,3648,3.01,2.38,13.22
CAMP_0255,97822,64,TikTok,Story,All,India,18-24,3130304,153533,7522,4.9,0.64,4.9
CAMP_0256,77146,37,Google,Video,Male,Australia,55+,2005796,74892,9998,3.73,1.03,13.35
CAMP_0257,76966,70,YouTube,Carousel,All,US,18-24,1616286,40435,4958,2.5,1.9,12.26
CAMP_0258,44922,25,LinkedIn,Image,All,US,55+,1437504,60379,7080,4.2,0.74,11.73
CAMP_0259,84364,54,Google,Carousel,Female,Canada,45-54,2109100,95717,8898,4.54,0.88,9.3
CAMP_0260,47913,51,TikTok,Video,Female,UK,45-54,574956,8629,448,1.5,5.55,5.19
CAMP_0261,60677,61,Facebook,Story,Female,India,55+,2366403,42647,3201,1.8,1.42,7.51
CAMP_0262,54841,61,YouTube,Story,Female,France,35-44,1700071,31704,3904,1.86,1.73,12.31
CAMP_0263,51332,24,Instagram,Video,Female,UK,18-24,923976,34786,839,3.76,1.48,2.41
CAMP_0264,97062,69,LinkedIn,Image,Female,US,18-24,3688356,125852,15311,3.41,0.77,12.17
